,Sample-1,Sample-2,Sample-3
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN,0.1353505514331646,0.13738541352222233,0.1428451283635317
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP,0.26008969280215266,0.3910180133044323,0.33653225203677406
CHENG_IMPRINTED_BY_ESTRADIOL,0.1710658782132734,0.13213713224513735,0.16048919949174079
CHENG_RESPONSE_TO_NICKEL_ACETATE,0.4388014538577466,0.4684164179545522,0.41885050678171454
CHENG_TAF7L_TARGETS,-0.31496823379923766,-0.38658195679796703,-0.3393646759847523
CHEN_ETV5_TARGETS_SERTOLI,0.1389072426937738,0.10729351969504447,-0.20000000000000007
CHEN_ETV5_TARGETS_TESTIS,0.15190173655230838,0.19942881345676777,0.16705270163974106
CHEN_HOXA5_TARGETS_6HR_DN,0.39286742905548494,0.38804743752647186,0.40648030495552734
CHEN_HOXA5_TARGETS_6HR_UP,0.32982210927573063,0.3457687420584498,0.5394790343074968
CHEN_HOXA5_TARGETS_9HR_DN,0.3583462980754331,0.44678340099792363,0.399757027303437
CHEN_HOXA5_TARGETS_9HR_UP,0.2644839100499394,0.2720451523300139,0.2621270057031412
CHEN_LIVER_METABOLISM_QTL_CIS,0.23417371365143347,0.2828012677270005,0.2212943083731324
CHEN_LUNG_CANCER_SURVIVAL,0.49796037460586384,0.4792714951291826,0.3939441856087345
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN,0.1789217643855509,0.1824892599987899,0.10709384643310949
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP,0.3429245440427143,0.25844621565078996,0.26617996996650106
CHEN_METABOLIC_SYNDROM_NETWORK,0.17207016273347192,0.15958579744479418,0.1681325889757208
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS,0.08513341804320196,0.1446251588310038,0.15870393900889454
CHEN_PDGF_TARGETS,0.33383959937215035,0.19219971597279317,0.3430570296733687
CHEOK_RESPONSE_TO_HD_MTX_DN,0.4754389260261864,0.37696038892878847,0.39192972763935696
CHEOK_RESPONSE_TO_HD_MTX_UP,0.18749924366188664,0.19063592908573856,0.24285351243419862
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN,0.3118191444303261,0.31943244387971204,0.2031342651418891
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_UP,0.37143583227446,0.4528081321473952,0.4972299872935197
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN,0.21377382465057176,0.22797966963151212,0.2295044472681067
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP,0.6409402795425667,0.5501905972045743,0.569428208386277
CHEOK_RESPONSE_TO_MERCAPTOPURINE_DN,0.37255132749281084,0.3324764261352237,0.3727546311776901
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP,0.4227403642524354,0.40934349851757734,0.4264294790343075
CHESLER_BRAIN_D6MIT150_QTL_CIS,-0.16780177890724268,0.1564845404489623,0.21680643795002125
CHESLER_BRAIN_D6MIT150_QTL_TRANS,-0.16164337145277424,-0.1792517294931526,-0.17665960751094167
CHESLER_BRAIN_HIGHEST_EXPRESSION,0.4063278271918679,0.44121179696381996,0.37789206179362006
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE,0.3093096145700975,0.21317097275165892,0.2675787095863335
CHESLER_BRAIN_QTL_CIS,0.3111491311272975,0.2638860353991804,0.3100531524598672
CHESLER_BRAIN_QTL_TRANS,0.3765184243964422,0.37362134688691234,0.5198475222363406
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN,0.1271444930741839,0.12968578913517503,0.10283307449762341
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP,-0.11628722843772271,-0.18776985774940336,-0.17345089410233372
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN,0.20123496174538377,0.13983724891183866,0.1001540998675282
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP,-0.11352816603134264,0.15618593816179593,0.20673655230834387
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN,0.22636981382244073,0.2119065245014088,0.296626705706867
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP,0.1060807567414937,0.1378236622899901,0.10503811944091487
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN,-0.15732112342812082,-0.14484832551957816,-0.1641408520644379
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP,0.2566010165184244,0.4266070672233315,0.3492893447086586
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN,0.5356074675007331,0.5778999399583897,0.45887401036066855
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP,0.17371664548919952,0.16111817026683606,0.17810673443456165
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN,0.36046091451845924,0.3245534455448992,0.34578858505509047
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP,0.25132534114137345,0.2450803822993205,0.23905861554610242
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN,0.24399569934512755,0.20204574332909786,0.13913693676082495
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP,0.3185923035033581,0.2882601198039571,0.3488673080413868
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN,0.3208556961065068,0.28685201691668716,0.32832862371749894
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP,0.2925102013408952,0.3495720085536307,0.3240689662296876
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70,0.2663139655769897,0.23092834315197722,0.1948018944207
CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY,0.16301506625521872,0.1220402976946815,0.1691541114539844
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS,0.4107214457150925,0.46856416772554005,0.3566426655372018
CHIBA_RESPONSE_TO_TSA,0.582274459974587,0.5333475799930691,0.5755469562203998
CHIBA_RESPONSE_TO_TSA_DN,0.3141041931385006,0.3740787801778907,0.338843710292249
CHIBA_RESPONSE_TO_TSA_UP,0.2553494282083863,0.23324015247776367,0.2749682337992376
CHICAS_RB1_TARGETS_CONFLUENT,0.19808038114618726,0.19994473766060922,0.18949128267940368
CHICAS_RB1_TARGETS_GROWING,0.18899841726297956,0.355214338259881,0.24650081366058096
CHICAS_RB1_TARGETS_LOW_SERUM,0.43453430066538234,0.4585585659439002,0.47775272916068917
CHICAS_RB1_TARGETS_SENESCENT,0.2269268130484865,0.28719543041717627,0.2367015402154164
CHIN_BREAST_CANCER_COPY_NUMBER_DN,0.2653973218649203,0.37746456846838045,0.40300654872446484
CHIN_BREAST_CANCER_COPY_NUMBER_UP,0.28499976469480914,0.18375452962492356,0.2897209280436727
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN,0.4890400035052359,0.546925469920694,0.5242571090566533
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,0.7538129215130486,0.6976033623301731,0.7092014465839116
CHOI_ATL_ACUTE_STAGE,-0.474002541296061,0.4485895806861499,0.25783989834815757
CHOI_ATL_CHRONIC_VS_ACUTE_DN,0.6948358188992175,0.6128027820504247,0.5868788871798302
CHOI_ATL_STAGE_PREDICTOR,0.5295209952424573,0.5803918323926598,0.5970851925179516
CHOW_RASSF1_TARGETS_DN,0.5420584498094028,0.5203134265141889,0.4802456586192292
CHOW_RASSF1_TARGETS_UP,0.5370032254911543,0.48222656631805294,0.48200957873130684
CHO_NR4A1_TARGETS,0.1524354087251165,0.16843710292249048,0.1301482422702245
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN,0.4847268106734435,0.453625967425205,0.452521658773247
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP,0.29347668849574815,0.3468986413840289,0.3091779884664256
CHUNG_BLISTER_CYTOTOXICITY_DN,0.2624639020445882,0.17155827653921682,0.18522698394362946
CHUNG_BLISTER_CYTOTOXICITY_UP,0.3536727638072161,0.41023925612915296,0.39238753779931645
CHYLA_CBFA2T3_TARGETS_DN,0.15356510894630332,0.11966869029130783,0.12302767189044192
CHYLA_CBFA2T3_TARGETS_UP,0.07286605666096413,0.06683239513604453,0.06108054772738565
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN,0.2701891023245384,0.3908109724194634,0.3175364377008745
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP,0.3512579415501906,0.32517153748411687,0.28396442185514614
CLAUS_PGR_POSITIVE_MENINGIOMA_DN,0.4471525932771168,0.5529721612567864,0.40957837588079005
CLAUS_PGR_POSITIVE_MENINGIOMA_UP,0.37892983199209374,0.20914866581956798,0.20546096286884086
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN,-0.28470775095298606,-0.15382465057179162,-0.21710927573062266
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP,0.23540798850892214,0.17172531904314678,0.2460085078172477
COATES_MACROPHAGE_M1_VS_M2_DN,0.18722681067344343,0.22203621346886915,0.17695679796696312
COATES_MACROPHAGE_M1_VS_M2_UP,0.21786965010692033,0.25912666191464967,0.1998233489323457
COLDREN_GEFITINIB_RESISTANCE_DN,0.20978801565035793,0.22138613861386136,0.297785298224867
COLDREN_GEFITINIB_RESISTANCE_UP,0.3295769671800911,0.2717909938946912,0.30332475904174544
COLINA_TARGETS_OF_4EBP1_AND_4EBP2,0.24299446937591349,0.27026610160777376,0.26018185690887324
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN,0.5128117625703394,0.4163114902886186,0.48775458340896716
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP,0.24225636286627394,0.2013568980786261,0.1890061992222094
COLLER_MYC_TARGETS_DN,0.5146777999636958,0.6247304410963878,0.4489235795970231
COLLER_MYC_TARGETS_UP,0.6831427361287591,0.5771791613722999,0.5682253282507412
COLLIS_PRKDC_REGULATORS,0.4043837357052097,0.41850063532401527,0.39504023718763237
COLLIS_PRKDC_SUBSTRATES,0.42229034307496827,0.41850063532401527,0.3587388818297331
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN,0.181934374766425,0.2912265490694372,0.19939307870543385
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP,0.26089987945134074,0.25762660324286746,0.26312405651668674
CONRAD_GERMLINE_STEM_CELL,-0.3380339609564514,-0.34462284856185743,-0.3763382234030264
CONRAD_STEM_CELL,-0.11684611783588583,0.16552263759780647,-0.1228315388216411
CORONEL_RFX7_DIRECT_TARGETS_UP,0.3404320203303685,0.3371982210927573,0.3807941550190598
CORRE_MULTIPLE_MYELOMA_DN,0.16114902886186241,0.06669631512071156,0.10593483390815031
CORRE_MULTIPLE_MYELOMA_UP,-0.12688761824085837,-0.09530354369617389,-0.1940074827050685
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN,0.2427407782480343,0.24179228248512002,0.26417212026253695
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP,0.28108016957807364,0.24686814948520946,0.3240617986201
COWLING_MYCN_TARGETS,-0.13672293822230297,-0.1335898832213953,-0.13766079748290672
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN,0.6292315341693828,0.6319253079940335,0.6610419313850063
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP,0.4347618497554966,0.5163189711601401,0.55141041931385
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1,0.2740906326585011,0.2532810927055486,0.2659150089152393
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2,-0.060572906217258526,-0.07515039186275718,-0.08093486575396558
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3,0.21171117035427456,0.23362317007149486,0.22589376042982512
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4,0.2653469411748746,0.20059019566170916,0.20297630083157353
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,0.29084753050519974,0.2648655621308299,0.35385910415179417
CROMER_METASTASIS_DN,0.31655320002675047,0.2542680398582224,0.3288055908513342
CROMER_METASTASIS_UP,0.46345222542369857,0.47831558601929236,0.45778835656889244
CROMER_TUMORIGENESIS_DN,0.14195891571368066,0.12270648030495551,0.15148665819567975
CROMER_TUMORIGENESIS_UP,0.14020155106690624,0.21098015160145467,0.2264610261578232
CROONQUIST_IL6_DEPRIVATION_DN,0.26631160615318067,0.49174024710048925,0.4014890913514829
CROONQUIST_IL6_DEPRIVATION_UP,0.16330368487928842,0.17980118095522835,0.17313401599521638
CROONQUIST_NRAS_SIGNALING_DN,0.29930574738043936,0.5430815977017844,0.45668489770362597
CROONQUIST_NRAS_SIGNALING_UP,0.2453460843977797,0.1891446532468401,0.17276399384738847
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN,0.2591176510773182,0.4128256206364171,0.3610072276646036
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP,0.25070520965692505,0.2694536213468869,0.21914866581956796
CROONQUIST_STROMAL_STIMULATION_DN,0.2489961880559085,0.288284625158831,0.38374743426839997
CROONQUIST_STROMAL_STIMULATION_UP,0.31244293849122307,0.31559132194456213,0.29412207633300397
CROSBY_E2F4_TARGETS,-0.2780601440067768,0.49387547649301144,0.5492757306226176
CUI_GLUCOSE_DEPRIVATION,0.35888682900410357,0.43090715937259144,0.2947845105922053
CUI_TCF21_TARGETS_2_DN,0.2164399630883994,0.19800516311481087,0.1745880056623555
CUI_TCF21_TARGETS_2_UP,0.18782114116294552,0.23362637852572987,0.190938719097617
CUI_TCF21_TARGETS_DN,-0.1272596357475646,-0.17036848792884374,0.1048623464633629
CUI_TCF21_TARGETS_UP,0.2125991811379359,0.2572426937738247,0.2442637300578851
CURSONS_NATURAL_KILLER_CELLS,-0.42213468869123255,-0.3214993646759847,-0.499135959339263
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN,0.2977001270648031,0.2706527954256671,0.17944409148665819
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP,0.25870393900889455,0.2606033225092945,0.19006823850534144
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.4935196950444727,0.5646251588310038,0.5533869829168432
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP,-0.23946995825013617,-0.23308404429115992,-0.2591395897622073
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,0.3918554834647086,0.3849992690962656,0.36633558601612487
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP,0.37561179985576426,0.40605927401353065,0.3925643050928947
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,0.34017299184029637,0.3396053336599256,0.334701856983206
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN,0.2594472681067344,0.21945362134688692,0.2665311308767471
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP,0.3776576260789555,0.41941988345090475,0.41062699907987554
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,0.3934614331765792,0.3948226199863538,0.3987412821696622
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.3299963919870739,0.28612860213029634,0.28109181608546285
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP,0.19130876747141043,0.2896569250317662,0.2406607369758577
DAIRKEE_CANCER_PRONE_RESPONSE_BPA,0.4149936467598475,0.46111817026683605,0.4520203303684879
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2,0.3841704005885107,0.3802296083283176,0.39967810249894115
DAIRKEE_CANCER_PRONE_RESPONSE_E2,0.12959632489492717,0.16628091095689568,-0.09823673150229695
DALESSIO_TSA_RESPONSE,0.16752223634053368,0.15524777636594667,0.1565438373570521
DANG_BOUND_BY_MYC,0.3219059720457434,0.3312036946535041,0.33735705209656924
DANG_MYC_TARGETS_DN,0.4954002541296061,0.4762558238034731,0.47597628123676416
DANG_MYC_TARGETS_UP,0.498862372935197,0.5138977128335451,0.5016272236340533
DANG_REGULATED_BY_MYC_DN,0.3293015619035667,0.33484054151567916,0.3178400029282423
DANG_REGULATED_BY_MYC_UP,0.40032543761497474,0.4597568700335679,0.40539058203265754
DARWICHE_PAPILLOMA_PROGRESSION_RISK,0.08812404471207853,0.0660147689814559,-0.08688138776863152
DARWICHE_PAPILLOMA_RISK_HIGH_DN,0.16248356785417356,0.16542143159678102,0.1979450013333961
DARWICHE_PAPILLOMA_RISK_HIGH_UP,0.23603946068050252,0.215634265141889,0.20123429337851195
DARWICHE_PAPILLOMA_RISK_LOW_DN,0.21561924903848614,0.18427705243768283,0.1976268729266691
DARWICHE_PAPILLOMA_RISK_LOW_UP,0.23687987115467102,0.20829725070614036,0.21826366351297766
DARWICHE_SKIN_TUMOR_PROMOTER_DN,0.16145750803498027,0.14684356080424543,0.16075491441811796
DARWICHE_SKIN_TUMOR_PROMOTER_UP,0.22158098294363698,0.2194741186618314,0.2193639340005008
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN,0.13624233297253208,0.14073007357208966,0.15548527773856025
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP,0.24761188761824088,0.25035648736411126,0.23121382182690953
DASU_IL6_SIGNALING_DN,0.592011859381618,0.5646251588310038,0.6141296060991105
DASU_IL6_SIGNALING_SCAR_DN,0.5485980516730199,0.4666327827191868,0.49192714951291827
DASU_IL6_SIGNALING_SCAR_UP,0.3852768783047096,0.342476534000082,0.3023798007951798
DASU_IL6_SIGNALING_UP,0.26454891994917407,0.24147395171537478,0.29582803896653964
DAUER_STAT3_TARGETS_DN,0.2711372299872935,0.28947162219398564,0.43975857687420583
DAUER_STAT3_TARGETS_UP,0.24388288860652269,0.28603451927149515,0.24260165184243965
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN,0.22210061222132377,0.22275643987524546,0.22451368834469218
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP,0.2139630272414541,0.23090169523042114,0.19932981064245203
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN,0.1101397712833545,0.20484116899618804,0.19071156289707747
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP,0.1919591510188714,0.2617478469575039,0.21324862346463364
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN,0.1675040842258123,0.25430749682337994,0.373378108549646
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP,0.21402878746849419,0.24051075884766807,0.22089445289228654
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN,0.10544222401909822,0.12004004466520349,0.10150167494513113
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP,0.24407115628970777,0.23124269377382464,0.22556543837357046
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN,0.3204997882253282,0.4012028801355358,0.4081067344345616
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP,0.30953376991496434,0.3139008894536213,0.3073443456162643
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1,-0.17808585950263212,-0.13234616082773643,-0.1953866400435651
DAZARD_RESPONSE_TO_UV_NHEK_DN,0.3424926684927653,0.3431920964813162,0.3338863803238614
DAZARD_RESPONSE_TO_UV_NHEK_UP,0.3003336176335776,0.30078687345157906,0.327373007722523
DAZARD_RESPONSE_TO_UV_SCC_DN,0.3683821559806312,0.38497842187804066,0.4169607472784093
DAZARD_RESPONSE_TO_UV_SCC_UP,0.40931775974978,0.4246769621737856,0.4243255791222754
DAZARD_UV_RESPONSE_CLUSTER_G1,0.43285472257518004,0.49464210080474375,0.5318466751376535
DAZARD_UV_RESPONSE_CLUSTER_G2,0.3266897428033125,0.3331043245848486,0.4188546641545809
DAZARD_UV_RESPONSE_CLUSTER_G24,0.315154595510377,0.26462878925394806,0.38362679252132875
DAZARD_UV_RESPONSE_CLUSTER_G28,0.14048284625158836,0.24074968233799232,0.2846378653113088
DAZARD_UV_RESPONSE_CLUSTER_G3,0.29461608277364315,0.3660954801234344,0.36114721365039026
DAZARD_UV_RESPONSE_CLUSTER_G4,0.33227445997458704,0.3150571791613722,0.4394790343074968
DAZARD_UV_RESPONSE_CLUSTER_G5,0.6514570097416349,0.46257094451503594,0.5540237187632359
DAZARD_UV_RESPONSE_CLUSTER_G6,0.3257871061686715,0.3523987423366939,0.35124792476279687
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN,0.3604150146649979,0.339235318283001,0.3311385197428132
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP,0.30950084196919664,0.32706005460708837,0.3149837102043149
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS,-0.42115810491922306,-0.4474302656259454,-0.3067537968173293
DELACROIX_RARG_BOUND_MEF,0.2407318640552659,0.21781317092406785,0.23091413632446803
DELACROIX_RAR_BOUND_ES,0.16683112065314226,0.16839796112109132,0.16701456133432646
DELACROIX_RAR_TARGETS_DN,0.26672808132147396,0.24553155442609068,0.3078568403218975
DELACROIX_RAR_TARGETS_UP,0.2526899066349925,0.18980387823877137,0.2563769957460914
DELASERNA_MYOD_TARGETS_DN,0.37337201217904153,0.3742868787609983,0.280427704921963
DELASERNA_MYOD_TARGETS_UP,0.17817752768197495,0.15338899981847884,0.15346463362981788
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4,-0.2521658773247083,-0.3217650456278157,-0.34992260598359715
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE,0.49450474980335213,0.4977430870696436,0.47910933623767166
DELPUECH_FOXO3_TARGETS_DN,0.5224174893298146,0.5927358029518132,0.564855830319617
DELPUECH_FOXO3_TARGETS_UP,0.36480109471214933,0.295267324797185,0.3633506011142606
DELYS_THYROID_CANCER_DN,0.09117637593425926,0.10450164518402205,0.06510312224299897
DELYS_THYROID_CANCER_UP,0.19780638102653308,0.21569733684908235,0.19232262303433062
DEMAGALHAES_AGING_DN,0.504202668360864,0.558163913595934,0.5897109275730623
DEMAGALHAES_AGING_UP,0.4752487537875085,0.40365751148470336,0.4791994917407878
DEN_INTERACT_WITH_LCA5,0.6578907242693773,0.6786785260482846,0.6401016518424396
DER_IFN_ALPHA_RESPONSE_DN,0.45761965268953836,0.3806353240152478,0.4251080050825921
DER_IFN_ALPHA_RESPONSE_UP,0.35136934082957655,0.40962002402046965,0.43026300673617524
DER_IFN_BETA_RESPONSE_DN,0.40064167725540023,0.6381194409148666,0.5339263024142312
DER_IFN_BETA_RESPONSE_UP,0.3885319612012027,0.44149307433920015,0.44852718054524643
DER_IFN_GAMMA_RESPONSE_DN,0.38441954487697816,0.36610835162296407,0.4099018135612799
DER_IFN_GAMMA_RESPONSE_UP,0.37656925031766203,0.42467235432927936,0.389573425304048
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,0.20891994917407875,0.29478341226752913,0.2313826960840938
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,-0.16939823412504484,-0.1797344671423451,-0.15330726875834877
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,0.3053730259575241,0.26613937523721515,0.23742900047855575
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,0.36168470402663977,0.4720801384568199,0.4369092582044429
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN,0.25942071913629594,0.2549891027205332,0.20560448345212345
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP,0.24963092786516522,0.24315777943302813,0.22946968701164033
DE_YY1_TARGETS_DN,0.32165184243964423,0.36685302837780603,0.34668925596498656
DE_YY1_TARGETS_UP,-0.1395552731893266,-0.17302414231257934,-0.17994917407878008
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN,0.16673690838965038,0.19691401198682124,0.23441814440408848
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_UP,0.4337363015426676,0.4401647713980339,0.41182023770751247
DIERICK_SEROTONIN_FUNCTION_GENES,-0.4718315483753857,0.3509094209475404,-0.49358504265746955
DING_LUNG_CANCER_BY_MUTATION_RATE,-0.20924229251655185,-0.15133016785929243,-0.13429813415368153
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER,0.503125794155019,0.43809402795425667,0.41299872935196946
DING_LUNG_CANCER_MUTATED_FREQUENTLY,0.2845573909360441,0.3933926302414231,0.2913341804320203
DING_LUNG_CANCER_MUTATED_RECURRENTLY,0.37380770859805174,0.40934349851757734,0.29067344345616264
DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY,0.12193138500635314,0.14795425667090217,0.10429479034307498
DIRMEIER_LMP1_RESPONSE_EARLY,0.26382833954994467,0.24415952781079642,0.30818215354346845
DIRMEIER_LMP1_RESPONSE_LATE_DN,0.5492418466751376,0.5749851757729776,0.5252265988987717
DIRMEIER_LMP1_RESPONSE_LATE_UP,0.35992424060799305,0.32076718371652563,0.32114598067656014
DISTECHE_ESCAPED_FROM_X_INACTIVATION,0.4204574332909784,0.3766454891994917,0.5258492164337145
DITTMER_PTHLH_TARGETS_DN,0.40653476129969146,0.39902341622799053,0.4507896169903794
DITTMER_PTHLH_TARGETS_UP,0.4960448192214393,0.553249393554349,0.5055723691810096
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,0.22533954539037138,0.2292719657395642,0.22363593580874397
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,0.37693699080648774,0.3787637342103296,0.3895059421481426
DOANE_BREAST_CANCER_CLASSES_DN,0.28381194409148663,0.21470717338569942,0.19886026722113126
DOANE_BREAST_CANCER_CLASSES_UP,0.09449128040808058,0.18151262361195514,0.3723278640222456
DOANE_BREAST_CANCER_ESR1_DN,0.20711779177593337,-0.16326799859417673,-0.140674254508097
DOANE_BREAST_CANCER_ESR1_UP,0.12413525342369053,0.16139677161278176,0.25157513294743283
DOANE_RESPONSE_TO_ANDROGEN_DN,0.2653812212160691,0.3304900841201165,0.35874414938960647
DOANE_RESPONSE_TO_ANDROGEN_UP,0.2139736825102836,0.21928657061429013,0.2639438904801901
DODD_NASOPHARYNGEAL_CARCINOMA_DN,0.28349528651016476,0.3194695458920427,0.3124405901345834
DODD_NASOPHARYNGEAL_CARCINOMA_UP,-0.05843552163593324,-0.06443387934542766,0.05022378014176995
DONATO_CELL_CYCLE_TRETINOIN,0.7668106734434562,0.7657433290978399,0.651689961880559
DORMOY_ELAVL1_TARGETS,0.24934067485528733,0.3376281236764084,0.27353381335592264
DORN_ADENOVIRUS_INFECTION_12HR_DN,0.45242770782796193,0.3935281660313427,0.4398814061838204
DORN_ADENOVIRUS_INFECTION_12HR_UP,0.28561989471773463,0.30546015610818655,0.31999273915411147
DORN_ADENOVIRUS_INFECTION_24HR_DN,0.45228656138440126,0.35905366975252617,0.4643008410479821
DORN_ADENOVIRUS_INFECTION_24HR_UP,0.428568403218975,0.33268106734434566,0.2732147395171537
DORN_ADENOVIRUS_INFECTION_32HR_DN,0.4134394435899151,0.3264054035979402,0.43588978800240763
DORN_ADENOVIRUS_INFECTION_32HR_UP,0.5120896384428786,0.4830680374263602,0.4190504793808479
DORN_ADENOVIRUS_INFECTION_48HR_DN,0.3918470009448408,0.29311960381846025,0.39068061121428344
DORN_ADENOVIRUS_INFECTION_48HR_UP,0.46014158649482667,0.43111998547830827,0.41607188237429654
DORSAM_HOXA9_TARGETS_DN,0.42661054637865314,0.46350222363405336,0.40925190597204575
DORSAM_HOXA9_TARGETS_UP,0.37707302488975264,0.4500590477614172,0.3672277449734659
